environmentId,processId,processName,packageId,componentType
497b3021-ef13-4e59-93b8-f30e245a317a,ae06f696-5210-40c9-8162-7e804e8c992b,HNK_GLO_PR_05050_Main_ProcessJDESalesOrder,69659a57-7298-4cdf-bb08-2f5e887ecff1,process
497b3021-ef13-4e59-93b8-f30e245a317a,7fc0f50e-43a1-44ac-94f4-11f352921031,HNK_GLO_PRC_05400_HanseOrga_MultiSAP_RemittanceAdvice_AB_KA_RFC_IMP_WS,24e86111-34cc-4174-8536-311f90e7ecd6,process
497b3021-ef13-4e59-93b8-f30e245a317a,9248586a-fd1f-4cda-b912-ffd46dda4114,HNK_GLO_PRC_05450_SRM_SPINQUE_GetContracts,59ad03b0-ccb9-46e2-97ea-5cdf584afdc3,process
497b3021-ef13-4e59-93b8-f30e245a317a,778631f0-3f6b-4bbf-b609-8745606420fb,HNK_GLO_PRC_05840_SRM_SPINQUE_GetCategory,3588e712-3164-46d4-b851-a95b7bc93846,process
497b3021-ef13-4e59-93b8-f30e245a317a,663d1515-3d6d-4eb1-a257-9b1136a03a28,HNK_GLO_PRC_05850_SRM_Spinque_SendCategoryCMG,22bf6b19-858f-4599-a5f8-f85017b8f798,process
497b3021-ef13-4e59-93b8-f30e245a317a,a6bff037-d238-4d2e-8f6b-3597deb1db8f,HNK_GLO_PRC_05820_SAPPO_AtomQueue_MutiPage_MT940,840eb20c-6ee2-4cd7-a5b9-f4890d75965c,process
497b3021-ef13-4e59-93b8-f30e245a317a,3e44d4b4-e37a-4fd5-8ff7-16def14d85e3,HNK_GLO_PRC_05821_AtomQueue_SAPPO_MultiPage_MT940,eb183733-32c7-4d53-a943-7664a19b4b4e,process
497b3021-ef13-4e59-93b8-f30e245a317a,af5d8f6b-3c0b-4e2f-b759-2e5032e1587e,HNK_GLO_PRC_05810_ECC_Ariba,719594a8-c055-4cf2-88fa-007f368d3842,process
497b3021-ef13-4e59-93b8-f30e245a317a,af5d8f6b-3c0b-4e2f-b759-2e5032e1587e,HNK_GLO_PRC_05810_ECC_Ariba,c6f3ad34-cb61-435c-a5dc-f2d8a71a4bcd,process
497b3021-ef13-4e59-93b8-f30e245a317a,7806e109-33d5-481c-bd84-761f5fd4ef04,HNK_GLO_PRC_05880_DiCE_CustomerDeliverySlot,a80646ea-4360-4b94-9cc6-70e1a2c2d63b,process
497b3021-ef13-4e59-93b8-f30e245a317a,6e6fbadf-6114-4212-a2bd-b33e93f14703,HNK_GLO_PRC_05890_DiCE_Hybris_CustomerOrderTemplate,142b91e6-b527-4589-ac03-32f921899085,process
497b3021-ef13-4e59-93b8-f30e245a317a,3aa52d09-9226-415c-ab1d-44457e03aed1,HNK_GLO_PRC_05900_DiCE_Hybris_OrderCreateResponse,fc8b0aec-a875-437e-af99-0fa0098f49ef,process
497b3021-ef13-4e59-93b8-f30e245a317a,2c8e3de9-12b9-451e-a151-eb2a38994983,HNK_GLO_PRC_05910_DiCE_ProductStockData,aea11153-77fc-41ec-b3c7-14e6aefbecd7,process
497b3021-ef13-4e59-93b8-f30e245a317a,1a06ea4e-50d2-482b-8d55-6b65579bb16b,HNK_GLO_PRC_05920_DiCE_SalesOrderSimulate,befe702f-4a61-4a14-b623-bdc1ee8b7a20,process
497b3021-ef13-4e59-93b8-f30e245a317a,90996305-2d25-4267-8272-4ca119094eaf,HNK_GLO_PRC_05930_DiCE_SalesOrderSubmit,caada472-8020-4af4-aba5-9fe11ba9c1b5,process
497b3021-ef13-4e59-93b8-f30e245a317a,6e0737ac-60f1-4b40-8f69-4be519b90cce,HNK_GLO_PRC_05940_DiCE_PriceData,4548a828-3441-47da-b3d6-0aed17b4341b,process
497b3021-ef13-4e59-93b8-f30e245a317a,feabcc1c-446a-42f7-9024-6793be5a8da4,HNK_GLO_SUB_05943_DiCE_PriceData,b35c4585-cb90-4a00-80d7-797338e10a2b,process
497b3021-ef13-4e59-93b8-f30e245a317a,88fef2e1-7299-41f9-a789-b531db10adc9,HNK_SK_PRC_05990_DiCE_Customer_Master,94d8a962-9849-45a3-9aae-3efe7f687963,process
497b3021-ef13-4e59-93b8-f30e245a317a,62fbb4db-ee47-4162-8bb8-d7ee638ebbbf,HNK_GLO_PRC_05860_DiCE_CustomerAccountBalance,3beec2c1-e9f5-4f17-9b44-ff6a75d80970,process
497b3021-ef13-4e59-93b8-f30e245a317a,1a06ea4e-50d2-482b-8d55-6b65579bb16b,HNK_GLO_PRC_05920_DiCE_SalesOrderSimulate,1b87c0b9-6c22-4ace-933c-05bccc6b4755,process
497b3021-ef13-4e59-93b8-f30e245a317a,62fbb4db-ee47-4162-8bb8-d7ee638ebbbf,HNK_GLO_PRC_05860_DiCE_CustomerAccountBalance,f2c86e0e-fc0f-4f25-a0a9-718f415b3799,process
497b3021-ef13-4e59-93b8-f30e245a317a,90996305-2d25-4267-8272-4ca119094eaf,HNK_GLO_PRC_05930_DiCE_SalesOrderSubmit,3ed11d6b-a977-40b0-bab7-5c170638991e,process
497b3021-ef13-4e59-93b8-f30e245a317a,88fef2e1-7299-41f9-a789-b531db10adc9,HNK_SK_PRC_05990_DiCE_Customer_Master,5c290de1-32d5-4052-bbbd-882bcc3b5168,process
497b3021-ef13-4e59-93b8-f30e245a317a,6e0737ac-60f1-4b40-8f69-4be519b90cce,HNK_GLO_PRC_05940_DiCE_PriceData,4aca6415-3d51-4a4e-901b-113f2abb22ce,process
497b3021-ef13-4e59-93b8-f30e245a317a,1a06ea4e-50d2-482b-8d55-6b65579bb16b,HNK_GLO_PRC_05920_DiCE_SalesOrderSimulate,89c224d1-ce15-4eae-9bee-de1a764bd3a5,process
497b3021-ef13-4e59-93b8-f30e245a317a,62fbb4db-ee47-4162-8bb8-d7ee638ebbbf,HNK_GLO_PRC_05860_DiCE_CustomerAccountBalance,ac59632a-3117-43f0-8291-cfe27b5ae31f,process
497b3021-ef13-4e59-93b8-f30e245a317a,90996305-2d25-4267-8272-4ca119094eaf,HNK_GLO_PRC_05930_DiCE_SalesOrderSubmit,db86abe4-4a15-4f66-83de-90d6b1b33832,process
497b3021-ef13-4e59-93b8-f30e245a317a,62fbb4db-ee47-4162-8bb8-d7ee638ebbbf,HNK_GLO_PRC_05860_DiCE_CustomerAccountBalance,492c6998-719a-48b7-8ddf-7092354f04e4,process
497b3021-ef13-4e59-93b8-f30e245a317a,1a06ea4e-50d2-482b-8d55-6b65579bb16b,HNK_GLO_PRC_05920_DiCE_SalesOrderSimulate,4c431368-4a69-4ba4-a24d-280db4f7ba00,process
497b3021-ef13-4e59-93b8-f30e245a317a,1a06ea4e-50d2-482b-8d55-6b65579bb16b,HNK_GLO_PRC_05920_DiCE_SalesOrderSimulate,f9efe15f-c30c-4365-81ea-c109010c07e4,process
497b3021-ef13-4e59-93b8-f30e245a317a,1a06ea4e-50d2-482b-8d55-6b65579bb16b,HNK_GLO_PRC_05920_DiCE_SalesOrderSimulate,07607972-b5e4-4df0-a9d6-9e267c90795e,process
497b3021-ef13-4e59-93b8-f30e245a317a,e0c6d5a3-ff4a-4f60-864a-9bc188736999,HNK_NL_PRC_25600_TASPER_SAP_EmployeeBenefitsChoices,9b0268fb-6012-4f7d-aed3-aaecf11d32dd,process
